0$Probable 2-oxoglutarate-dependent dioxygenase AOP1.2;,
2315$Nucleoside-triphosphatase;,
2$Pentatricopeptide repeat-containing protein At5g46460, mitochondrial;,
2314$Protein BEARSKIN2;,
3$Glutathione S-transferase PARB {ECO:0000303|PubMed:1729717};,
2313$DNA repair protein UVH3;,
4$Protein FLX-like 1;,
2312$U-box domain-containing protein 20;,
5$Egg cell-secreted protein 1.1;,
2311$Spermidine hydroxycinnamoyl transferase {ECO:0000303|PubMed:19077165};,
2310$Transmembrane protein 205;,
7$Mannan endo-1,4-beta-mannosidase 2;,
4972$1-aminocyclopropane-1-carboxylate synthase 7;,
3641$Protein SHORT-ROOT {ECO:0000303|PubMed:10850497};,
8$Probable calcium-binding protein CML46 {ECO:0000305};,
4973$RuBisCO-associated protein;,
3642$tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like;,
9$Probable xyloglucan endotransglucosylase/hydrolase protein 33 {ECO:0000303|PubMed:12514239};,
4974$Protein N-terminal glutamine amidohydrolase {ECO:0000305};,
3643$F-box/kelch-repeat protein At1g23390;,
4975$Translation initiation factor eIF-2B subunit delta;,
3644$Protein transport protein SEC24 C {ECO:0000303|PubMed:25315606, ECO:0000303|PubMed:27317568};,
4976$Pentatricopeptide repeat-containing protein At1g33350;,
4977$Vesicle-associated protein 4-2;,
3646$Patatin-like protein 1;,
4978$Plant intracellular Ras-group-related LRR protein 7;,
3647$Protein ALUMINUM SENSITIVE 3;,
2319$Xanthine dehydrogenase 1;,
4979$Proteasome adapter and scaffold protein ECM29 {ECO:0000305};,
3648$ABC transporter F family member 1;,
4990$Kinesin-like protein KIN-10B {ECO:0000305};,
4991$Protein PSK SIMULATOR 1 {ECO:0000303|PubMed:25062973};,
3660$Lysine-specific demethylase REF6 {ECO:0000303|PubMed:15377760};,
3661$Expansin-like B1;,
4993$Beta-amyrin 28-monooxygenase;,
3662$Protein OXIDATIVE STRESS 3 LIKE 1 {ECO:0000303|PubMed:18980652};,
1000$Photosystem I reaction center subunit III, chloroplastic;,
2330$DNA gyrase subunit A, chloroplastic/mitochondrial;,
2328$Structure-specific endonuclease subunit slx1 {ECO:0000255|HAMAP-Rule:MF_03100, ECO:0000303|PubMed:14528010, ECO:0000312|EMBL:CAB76036.1};,Structure-specific endonuclease subunit SLX1 homolog {ECO:0000255|HAMAP-Rule:MF_03100};,
2327$Microspherule protein 1;,
2326$Cullin-associated NEDD8-dissociated protein 1;,
2325$L-type lectin-domain containing receptor kinase IV.1;,
2324$Putative lipase ROG1;,Lipid droplet phospholipase 1 {ECO:0000303|PubMed:25014274};,
2323$E3 ubiquitin-protein ligase NEURL1B;,
2322$Pentatricopeptide repeat-containing protein At1g62910;,Putative pentatricopeptide repeat-containing protein At1g12700, mitochondrial;,Pentatricopeptide repeat-containing protein At3g22470, mitochondrial;,
2321$Probable methyltransferase PMT26;,
4983$High mobility group B protein 15;,
3652$Small ribosomal subunit protein eS4y {ECO:0000303|PubMed:36423343};,Small ribosomal subunit protein eS4z {ECO:0000303|PubMed:36423343};,LOB domain-containing protein 12;,
4984$4-methyl-5-nitrocatechol 5-monooxygenase {ECO:0000303|PubMed:16751499};,
3653$Putative F-box/kelch-repeat protein At3g17570;,
4985$DNA oxidative demethylase ALKBH2;,
3654$Protein phosphatase 2C 57 {ECO:0000303|PubMed:19021904};,
4986$Probable DNA primase large subunit;,
3655$Flavonoid-6-hydroxylase {ECO:0000303|PubMed:23184958};,
3656$Ribose-phosphate pyrophosphokinase 4;,
4988$UDP-glycosyltransferase 87A1;,
3657$ABA-responsive protein ABR17;,Pathogenesis-related protein 10 {ECO:0000303|PubMed:24737571};,Major pollen allergen Bet v 1-A;,
4989$Peroxidase 52;,Peroxidase 4 {ECO:0000250|UniProtKB:Q42578};,
3658$Probable L-gulonolactone oxidase 6 {ECO:0000303|PubMed:20622436};,
3659$Calcium sensing receptor, chloroplastic;,
3670$Peptide chain release factor 1 {ECO:0000255|HAMAP-Rule:MF_00093};,
3672$Protein LEAD-SENSITIVE 1 {ECO:0000303|PubMed:27335453};,
3673$COBRA-like protein 10 {ECO:0000303|PubMed:12376623};,
2342$Flavonoid 3'-monooxygenase;,Geraniol 8-hydroxylase;,
1011$Probable magnesium transporter NIPA8;,
2341$Kanadaptin;,
1010$Zinc-finger homeodomain protein 2;,Serine/threonine-protein kinase-like protein At1g28390;,
2340$Ethylene-responsive transcription factor ERF098;,Ethylene-responsive transcription factor ERF096;,
2339$Pentatricopeptide repeat-containing protein At4g01570;,
1008$B3 domain-containing transcription factor VRN1;,
2338$Protein IQ-DOMAIN 10 {ECO:0000303|PubMed:16368012};,
1007$Receptor-like protein 6 {ECO:0000303|PubMed:18434605};,Receptor like protein 27 {ECO:0000303|PubMed:18434605};,
2337$UDP-rhamnose/UDP-galactose transporter 4 {ECO:0000312|EMBL:AKA88217.1};,
1006$AT-hook motif nuclear-localized protein 1 {ECO:0000303|PubMed:15604740};,
2336$3-hexulose-6-phosphate isomerase;,
1005$Zinc finger BED domain-containing protein DAYSLEEPER;,Putative AC transposase;,Putative AC9 transposase;,
2335$Transcriptional elongation regulator MINIYO {ECO:0000303|PubMed:21620701};,
1004$Phenylcoumaran benzylic ether reductase Pyrc5 {ECO:0000305};,
2334$5'-deoxyadenosine deaminase {ECO:0000255|HAMAP-Rule:MF_01281};,
1003$Cation/H(+) antiporter 19;,
2333$Translation initiation factor IF3-1, mitochondrial {ECO:0000305};,
1002$Probable glycosyltransferase At5g03795;,
2332$Probable membrane-associated kinase regulator 6;,
1001$Dynamin-2B {ECO:0000303|PubMed:14750516};,
4994$Subtilisin-like protease SBT2.6 {ECO:0000303|PubMed:16193095};,Subtilisin-like protease SBT2.5 {ECO:0000303|PubMed:16193095};,
3663$Alcohol dehydrogenase-like 7;,
4995$Protein S40-7 {ECO:0000303|PubMed:20238146};,
3664$Protein SODIUM POTASSIUM ROOT DEFECTIVE 1 {ECO:0000303|PubMed:21193571};,
4996$Protein IQ-DOMAIN 6 {ECO:0000303|PubMed:16368012};,
3665$Probable pectinesterase/pectinesterase inhibitor 46;,Putative pectinesterase/pectinesterase inhibitor 24;,
4997$Calmodulin-binding transcription activator 2 {ECO:0000303|PubMed:11925432};,
3666$Probable protein phosphatase 2C 52;,
4998$WD repeat-containing protein LWD2;,WD repeat-containing protein LWD1;,
3667$Vesicle-associated membrane protein 724 {ECO:0000303|PubMed:11115874};,
4999$5-formyltetrahydrofolate cyclo-ligase, mitochondrial;,
3668$Phospholipase A(1) DAD1, chloroplastic {ECO:0000305};,
3669$Uncharacterized GPI-anchored protein At4g28100;,
1009$UDP-glucose 6-dehydrogenase 1;,UDP-glucose 6-dehydrogenase 4;,
3680$FHA domain-containing protein FHA1 {ECO:0000305};,
3681$Histone-lysine N-methyltransferase EZ1 {ECO:0000305};,Histone-lysine N-methyltransferase EZA1 {ECO:0000303|Ref.1};,
3682$Protein AGENET DOMAIN (AGD)-CONTAINING P1 {ECO:0000303|PubMed:30382101};,
3683$UDP-glucose flavonoid 3-O-glucosyltransferase 7 {ECO:0000303|PubMed:18487633};,
3684$Serine/threonine-protein kinase CTR1 {ECO:0000303|PubMed:8431946};,
1022$RGG repeats nuclear RNA binding protein A {ECO:0000303|PubMed:11905967};,RGG repeats nuclear RNA binding protein B {ECO:0000303|PubMed:11905967};,
2352$Alkaline/neutral invertase C, mitochondrial {ECO:0000305};,Probable alkaline/neutral invertase A, chloroplastic {ECO:0000305};,Alkaline/neutral invertase A, mitochondrial {ECO:0000305};,
1021$Cytokinin dehydrogenase 1;,
2351$Glycerol kinase;,
1020$Small ribosomal subunit protein uS17 {ECO:0000255|HAMAP-Rule:MF_01345};,
2350$Transmembrane protein 87A {ECO:0000305};,
1019$Cysteine-rich receptor-like protein kinase 5;,
2349$Glutathione S-transferase F9 {ECO:0000303|PubMed:12090627};,
1018$Cysteine-rich receptor-like protein kinase 10;,Cysteine-rich receptor-like protein kinase 25;,
2348$Cyclic nucleotide-gated ion channel 1;,
1017$Formin-like protein 11;,
2347$Ubiquitin C-terminal hydrolase 12 {ECO:0000303|PubMed:11115897};,
1016$Sucrose transport protein SUC1 {ECO:0000303|PubMed:7920705};,Sucrose transport protein SUC2 {ECO:0000303|PubMed:7920705};,
2346$Zinc-finger homeodomain protein 2;,Zinc-finger homeodomain protein 4;,
1015$Receptor-like protein EIX2 {ECO:0000305};,Probable leucine-rich repeat receptor-like protein kinase At1g35710;,
2345$Replication protein A 70 kDa DNA-binding subunit B;,
1014$Receptor-like protein EIX2 {ECO:0000305};,
2344$Putative disease resistance protein RGA3;,
1013$Mechanosensitive ion channel protein 10;,
2343$Pectinesterase QRT1 {ECO:0000303|PubMed:16980565};,
1012$Ras-related protein Rab7;,
3674$Protein SRG1;,
3675$Probable serine/threonine-protein kinase WNK3;,
3676$Decapping 5-like protein;,
3677$Putative calcium-binding protein CML19;,
3678$17.8 kDa class I heat shock protein;,18.2 kDa class I heat shock protein;,
3679$Amino acid transporter AVT1A {ECO:0000305};,
3690$MDIS1-interacting receptor like kinase 2 {ECO:0000303|PubMed:26863186};,
3692$GDSL esterase/lipase LTL1 {ECO:0000303|PubMed:18819574};,
3693$F-box protein At4g00893;,
3694$Uncharacterized protein At5g41620;,
3695$Protein RETARDED ROOT GROWTH, mitochondrial {ECO:0000303|PubMed:21984726};,
2364$Dihydrolipoyllysine-residue acetyltransferase component 4 of pyruvate dehydrogenase complex, chloroplastic;,
1033$Metal tolerance protein 1;,
2363$65-kDa microtubule-associated protein 3;,
1032$14-3-3-like protein D;,14-3-3-like protein C;,14-3-3-like protein GF14 iota {ECO:0000303|PubMed:11553742};,
2362$Glycolipid transfer protein 2 {ECO:0000303|PubMed:16309699};,
2361$Glycosyltransferase BC10 {ECO:0000305};,
1030$BTB/POZ and MATH domain-containing protein 4;,
2360$Receptor like protein kinase S.2;,
1029$Mitochondrial outer membrane import complex protein METAXIN;,
2359$Uncharacterized protein At5g43822;,
1028$Dynamin-related protein 4C;,
2358$Protein ENHANCED DISEASE RESISTANCE 2;,
1027$ATP synthase subunit gamma, mitochondrial;,
2357$Surfeit locus protein 6 homolog;,
1026$Probable histidine kinase 1 {ECO:0000305};,Histidine kinase 5;,
2356$Cytidine deaminase 1 {ECO:0000303|PubMed:10024464, ECO:0000303|PubMed:10469156};,
1025$Benzyl alcohol O-benzoyltransferase {ECO:0000303|PubMed:15286288};,
2355$Ribosome-recycling factor, chloroplastic;,
1024$Putative RING-H2 finger protein ATL69;,
2354$NDR1/HIN1-like protein 2 {ECO:0000303|Ref.1};,NDR1/HIN1-like protein 10 {ECO:0000303|PubMed:14666423};,
1023$Neurofilament heavy polypeptide;,Fasciclin-like arabinogalactan protein 14;,
3687$Transcription factor RADIALIS;,Protein RADIALIS-like 2;,Protein RADIALIS-like 1;,
3688$Ubiquitin-conjugating enzyme E2 variant 1D;,Ubiquitin-conjugating enzyme E2 variant 1A;,
3689$Tricin synthase 1;,
2375$Pleiotropic drug resistance protein 1;,
1044$Zinc finger protein GIS3 {ECO:0000305};,
2374$Uncharacterized protein At2g34160;,
1042$Probable LRR receptor-like serine/threonine-protein kinase IRK {ECO:0000305};,
2372$Leucine--tRNA ligase, cytoplasmic {ECO:0000305};,
1041$Transducin beta-like protein 2;,
2371$Protein RMD5 homolog {ECO:0000305};,
1040$Type I inositol polyphosphate 5-phosphatase 2 {ECO:0000303|PubMed:11402208};,
2370$Putative protein FAR1-RELATED SEQUENCE 10;,
1039$Tubulin-folding cofactor C;,
2369$PI-PLC X domain-containing protein At5g67130;,
1038$Nucleoside diphosphate kinase IV, chloroplastic/mitochondrial;,
1037$Callose synthase 9;,
2365$Polyvinylalcohol dehydrogenase;,Quinohemoprotein alcohol dehydrogenase ADH-IIG {ECO:0000303|PubMed:16061256};,
1034$Pentatricopeptide repeat-containing protein At3g48810;,
3696$ATP-dependent helicase rhp16;,
3697$Late embryogenesis abundant protein Lea5;,Phylloplanin;,
3699$Protein SEEDLING PLASTID DEVELOPMENT 1 {ECO:0000303|PubMed:21045120};,
1055$Probable polyol transporter 3;,Probable polyol transporter 6;,
2385$Glycolipid transfer protein 1 {ECO:0000303|PubMed:16309699};,
2384$Probable glucuronoxylan glucuronosyltransferase IRX7;,
1053$Protein RADIALIS-like 6;,
2383$Chlorophyll a-b binding protein CP29.1, chloroplastic;,Chlorophyll a-b binding protein CP29.2, chloroplastic;,
1052$FCS-Like Zinc finger 3 {ECO:0000303|PubMed:24901469};,
2382$General transcription and DNA repair factor IIH subunit TFB2 {ECO:0000305};,
1051$Large ribosomal subunit protein eL24 {ECO:0000305};,
2381$Bifunctional epoxide hydrolase 2 {ECO:0000305};,Epoxide hydrolase A {ECO:0000303|PubMed:16511284};,
1050$Auxin-induced protein 22D;,Auxin-induced protein 22E;,
2380$WAT1-related protein At5g07050;,
1049$Zeatin O-glucosyltransferase {ECO:0000303|PubMed:9874810};,
2379$Transcription factor bHLH148 {ECO:0000303|PubMed:24009530};,
1048$Dirigent protein 9;,
2378$Stress-response A/B barrel domain-containing protein At5g22580 {ECO:0000305};,
1047$Ankyrin repeat-containing protein ITN1;,
2377$Elongation factor 1-beta 1;,Elongation factor 1-delta;,
2376$Putative receptor protein kinase ZmPK1;,
1045$Auxin-induced protein 6B;,Protein SMALL AUXIN UP-REGULATED RNA 12 {ECO:0000303|PubMed:29258424};,
13760$Very-long-chain 3-oxoacyl-CoA reductase 1;,
2397$Embryogenesis-associated protein EMB8;,
2396$CXXC motif containing zinc binding protein {ECO:0000305};,
1065$U-box domain-containing protein 21;,
1064$Subtilisin-like protease Glyma18g48580;,
1063$Small ribosomal subunit protein bTHXc {ECO:0000303|PubMed:36423343};,
2393$Phosphate transporter PHO1 homolog 3;,
1062$Xylulose 5-phosphate/phosphate translocator, chloroplastic;,
2392$E3 ubiquitin-protein ligase HERC2;,
1061$Zinc finger protein ZAT2 {ECO:0000305};,Zinc finger protein ZAT3 {ECO:0000305};,
2391$Outer envelope pore protein 16-3, chloroplastic/mitochondrial;,Rhodanese-like domain-containing protein 9, chloroplastic;,
1060$Pumilio homolog 1;,Pumilio homolog 2;,
2390$C-terminal binding protein AN {ECO:0000303|PubMed:11889033};,
11108$Probable polyol transporter 3;,Probable polyol transporter 6;,
11107$Transcription factor PIF1;,
12438$Protein argonaute 16;,
12439$DEAD-box ATP-dependent RNA helicase 22;,
11109$Seipin-1 {ECO:0000303|PubMed:26362606};,
1059$S-adenosylmethionine synthase;,S-adenosylmethionine synthase 2;,S-adenosylmethionine synthase 3;,S-adenosylmethionine synthase 1;,
2389$Transmembrane protein 45B;,
1058$MLO-like protein 6;,
2388$UBX domain-containing protein 1-A;,
1057$Pentatricopeptide repeat-containing protein At1g31790;,
2387$Isoflavone 4'-O-methyltransferase;,
1056$TVP38/TMEM64 family membrane protein slr0305;,
13763$Pheophorbide a oxygenase, chloroplastic;,Pheophorbide a oxygenase, chloroplastic {ECO:0000303|PubMed:21807436};,
12432$Leucine-rich repeat receptor-like serine/threonine/tyrosine-protein kinase SOBIR1;,
13764$Homeobox protein ATH1;,
12433$Ribonuclease TUDOR 1 {ECO:0000303|PubMed:20396901};,
12430$26S proteasome regulatory subunit RPN13;,
11102$Sulfite exporter TauE/SafE family protein 3 {ECO:0000312|EMBL:AEC07746.1};,
12431$Small ribosomal subunit protein mS33 {ECO:0000303|PubMed:28154081};,
11101$Disease resistance protein RUN1 {ECO:0000305};,Disease resistance protein Roq1 {ECO:0000305};,Disease resistance protein RPS4B {ECO:0000303|PubMed:25744164};,Protein SUPPRESSOR OF npr1-1, CONSTITUTIVE 1 {ECO:0000303|PubMed:14576290};,
12436$DDT domain-containing protein DDB_G0282237;,
11104$EIN3-binding F-box protein 1;,
12437$Glycoprotein 3-alpha-L-fucosyltransferase A;,
11103$Aspartic proteinase CDR1;,
13765$Conserved oligomeric Golgi complex subunit 4 {ECO:0000303|PubMed:27448097};,
12434$Uncharacterized protein At4g18257;,
11106$E3 ubiquitin-protein ligase UPL7;,
13766$Probable transcription factor PosF21;,
12435$Tuberculostearic acid methyltransferase UfaA1 {ECO:0000305};,
13770$Pentatricopeptide repeat-containing protein At4g15720;,
1077$Protein IDA-LIKE 4;,
1076$Transcription factor bHLH120;,
1075$Photosynthetic NDH subunit of subcomplex B 3, chloroplastic {ECO:0000303|PubMed:21785130};,
1074$2-methylene-furan-3-one reductase;,
1073$Probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SPINDLY;,Probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SPINDLY {ECO:0000305};,
1072$Oligopeptide transporter 7;,
1071$Probable LRR receptor-like serine/threonine-protein kinase At1g56140;,Glucan endo-1,3-beta-glucosidase 2;,
1070$Glucan endo-1,3-beta-glucosidase 2;,Glucan endo-1,3-beta-glucosidase 3;,
11119$Probable leucine-rich repeat receptor-like serine/threonine-protein kinase At3g14840;,Probable LRR receptor-like serine/threonine-protein kinase At1g07650;,
12449$F-box protein At2g26850;,
1069$Galacturonosyltransferase 8;,
2399$Endonuclease 2 {ECO:0000303|PubMed:17651368};,
1068$Transcription factor RF2b;,
2398$Endoglucanase 24;,
1067$Piriformospora indica-insensitive protein 2;,
12443$Dirigent protein 5;,
11111$Potassium transporter 2;,
13775$Protein phosphatase 1 regulatory inhibitor subunit PPP1R8 homolog {ECO:0000305};,
13772$NDR1/HIN1-like protein 1 {ECO:0000303|Ref.1};,
12441$WPP domain-associated protein;,
11113$Early nodulin-like protein 17 {ECO:0000303|PubMed:19897921};,
13773$DNA repair protein RAD51 homolog 3;,
12442$Large ribosomal subunit protein uL3c {ECO:0000303|PubMed:28007896};,Large ribosomal subunit protein uL3c {ECO:0000305};,
11112$Digalactosyldiacylglycerol synthase 2, chloroplastic;,
13778$Protein MEI2-like 2;,
12447$Protein GFS12 {ECO:0000303|PubMed:25618824};,
11115$Protein DYAD;,
13779$Cycloartenol-C-24-methyltransferase;,
12448$Protein BPS1, chloroplastic {ECO:0000303|PubMed:15458645};,
11114$Pentatricopeptide repeat-containing protein At3g22670, mitochondrial;,
12445$Transcription factor bHLH25;,
11117$1-aminocyclopropane-1-carboxylate oxidase homolog 1;,
12446$Dicarboxylate transporter 2.1, chloroplastic;,
11116$Squamosa promoter-binding-like protein 6;,
1080$Protein SNOWY COTYLEDON 3;,
1087$18.1 kDa class I heat shock protein;,
1086$Signal recognition particle receptor subunit alpha homolog;,Signal recognition particle receptor subunit alpha;,
1085$Plastocyanin, chloroplastic;,Mechanosensitive ion channel protein 8 {ECO:0000303|Ref.4};,Ornithine decarboxylase;,
1084$Linoleate 9S-lipoxygenase 1;,
1083$Pentatricopeptide repeat-containing protein At5g15300;,Putative pentatricopeptide repeat-containing protein At5g37570;,
1082$Thioredoxin-like protein CXXS1;,Transcription factor ILR3;,
1081$Vacuolar iron transporter homolog 4 {ECO:0000305};,
13749$Bifunctional riboflavin kinase/FMN phosphatase;,
12418$Histidine kinase 4;,
13747$Protein SRC2 {ECO:0000305};,
12416$Antifungal protein ginkbilobin-like protein {ECO:0000305};,
13748$ABC transporter G family member 36 {ECO:0000303|PubMed:18299247};,
12417$Cyclin-dependent kinase C-2;,Cyclin-dependent kinase C-1;,
1079$T-complex protein 1 subunit eta {ECO:0000303|PubMed:11599560};,
1078$F-box protein CPR1;,
13741$Glutaredoxin-C4;,
12410$Putative UPF0481 protein At3g02645;,
12411$Ras-related protein RABA5a;,
13740$Probable prolyl 4-hydroxylase 7 {ECO:0000305};,
13745$Translation initiation factor eIF-2B subunit epsilon;,Probable translation initiation factor eIF-2B subunit epsilon;,
13746$Calcium-dependent protein kinase 2;,Calcium-dependent protein kinase 1;,
13743$Cell division control protein 48 homolog C;,
12412$DNA-directed RNA polymerase III subunit 2 {ECO:0000305};,
12413$Probable inactive ATP-dependent zinc metalloprotease FTSHI 3, chloroplastic;,
1091$Protein transport protein SFT2;,
1090$Uncharacterized protein YpgQ;,
1099$Meiotic recombination protein SPO11-1 {ECO:0000303|PubMed:10710421};,
1097$BTB/POZ domain and ankyrin repeat-containing protein NPR1 {ECO:0000305};,
1096$Nitrate regulatory gene2 protein {ECO:0000303|PubMed:26744214};,
1095$Vacuolar-sorting protein BRO1 {ECO:0000305};,
1094$Flowering time control protein FPA;,
1093$Indole-3-acetic acid-induced protein ARG7;,
13758$Nibrin homolog {ECO:0000305};,
13759$MADS-box transcription factor 27;,MADS-box transcription factor ANR1;,
12428$65-kDa microtubule-associated protein 6;,
1089$Histone acetyltransferase GCN5;,
12421$Vacuolar protein sorting-associated protein 2 homolog 3;,
12422$Heat stress transcription factor B-3;,
13750$Protein IQ-DOMAIN 29 {ECO:0000303|PubMed:16368012};,
13751$Protein SCAR1;,
12420$Mitochondrial outer membrane protein porin 2;,
13756$Nucleoside diphosphate kinase 1;,
12425$Non-symbiotic hemoglobin;,Non-symbiotic hemoglobin 1;,
13757$AT-hook motif nuclear-localized protein 1 {ECO:0000303|PubMed:15604740};,
12423$Protein phosphatase 1 regulatory subunit pprA;,
13755$D-xylose-proton symporter-like 3, chloroplastic;,
13727$Uncharacterized protein At3g52155, chloroplastic {ECO:0000305};,
13728$Protein CHAPERONE-LIKE PROTEIN OF POR1, chloroplastic {ECO:0000303|PubMed:24151298};,
13725$Equilibrative nucleotide transporter 1;,
13726$E3 ubiquitin-protein ligase At3g02290;,
13729$Class V chitinase CHIT5b {ECO:0000305};,
13720$GCN5-related N-acetyltransferase 8 {ECO:0000303|PubMed:32633465};,
13723$WAT1-related protein At2g37460;,
13724$Phospholipid-transporting ATPase 6 {ECO:0000303|PubMed:11402198};,Probable phospholipid-transporting ATPase 5 {ECO:0000303|PubMed:11402198};,Probable phospholipid-transporting ATPase 4 {ECO:0000303|PubMed:11402198};,
13721$Probable serine/threonine-protein kinase SIS8 {ECO:0000305};,
13722$SEED MATURATION PROTEIN 1 {ECO:0000303|PubMed:20870712};,
13738$N-acylphosphatidylethanolamine synthase;,
12407$NAD(P)H-dependent 6'-deoxychalcone synthase;,
13739$Nitrate reductase [NADH] 2;,Nitrate reductase [NADH] 1;,
12408$Peptidyl-tRNA hydrolase 2, mitochondrial;,
13736$3-isopropylmalate dehydratase small subunit 1 {ECO:0000305};,
12405$NAD(P)H-dependent 6'-deoxychalcone synthase;,
13737$Protein S40-7 {ECO:0000303|PubMed:20238146};,Protein S40-1 {ECO:0000303|PubMed:20238146};,
12406$tRNA(adenine(34)) deaminase, chloroplastic;,
12409$NAD(P)H-quinone oxidoreductase subunit H, chloroplastic {ECO:0000255|HAMAP-Rule:MF_01358};,
13730$CBS domain-containing protein CBSCBSPB3;,
13731$TPR repeat-containing thioredoxin TTL1;,
12400$Replication termination factor 2 {ECO:0000305};,
13734$Non-specific lipid-transfer protein 2 {ECO:0000303|PubMed:23913675};,Non-specific lipid-transfer protein 2;,
12403$Splicing factor SF3a60 homolog {ECO:0000305};,
12404$Transcription factor MYB1 {ECO:0000305};,
13732$Abscisic acid receptor PYR1 {ECO:0000303|PubMed:19624469, ECO:0000303|PubMed:19898494};,
12401$Pentatricopeptide repeat-containing protein At4g21300;,
13733$G-type lectin S-receptor-like serine/threonine-protein kinase At5g24080;,
12402$Kunitz trypsin inhibitor 5 {ECO:0000303|PubMed:30042779};,Miraculin;,
13705$Ethylene-responsive transcription factor 4;,
13706$TIMELESS-interacting protein;,
13704$ATP-dependent (S)-NAD(P)H-hydrate dehydratase {ECO:0000255|HAMAP-Rule:MF_03157};,
13709$Probable protein phosphatase 2C 72;,
13707$IST1-like protein;,
13708$DNA damage-repair/toleration protein DRT100;,
13702$Codeine O-demethylase {ECO:0000303|PubMed:20228795};,
13700$MDIS1-interacting receptor like kinase 2 {ECO:0000303|PubMed:26863186};,
13716$Uncharacterized protein HI_0077;,
13714$Zinc finger protein 10 {ECO:0000305};,
13718$Protein MARD1 {ECO:0000303|PubMed:15159630};,
13719$Probable carbohydrate esterase At4g34215;,
13712$Probable LRR receptor-like serine/threonine-protein kinase At1g06840;,
13713$Transcription factor MYB73 {ECO:0000303|PubMed:11597504};,
13711$Golgi apparatus membrane protein-like protein ECHIDNA {ECO:0000303|PubMed:21512130};,
12391$Probable protein S-acyltransferase 19;,
12392$R3H domain-containing protein 4;,
12390$Mannan endo-1,4-beta-mannosidase 4;,
11060$Auxilin-like protein 1;,
12395$Beta-glucuronosyltransferase GlcAT14A {ECO:0000305};,
11063$Pentatricopeptide repeat-containing protein At2g42920, chloroplastic;,
12396$OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 7 {ECO:0000303|PubMed:24659992};,
11062$N-acetyl-alpha-D-glucosaminyl L-malate synthase {ECO:0000303|PubMed:20799687};,
12393$Iron-sulfur assembly protein IscA-like 1, mitochondrial;,
11065$Zinc finger protein GIS3 {ECO:0000305};,
12394$Chlorophyll a-b binding protein CP26, chloroplastic;,
12399$Mitochondrial Rho GTPase 1 {ECO:0000305};,
11067$Calcium-binding protein KIC {ECO:0000303|PubMed:14688294};,
11066$Lysine histidine transporter-like 8;,
12397$Pentatricopeptide repeat-containing protein At5g06540;,
11069$Pentatricopeptide repeat-containing protein At2g36730;,
12398$Protein PsbN {ECO:0000255|HAMAP-Rule:MF_00293};,
11070$tRNA-specific 2-thiouridylase MnmA {ECO:0000255|HAMAP-Rule:MF_00144};,
11072$Cytochrome P450 CYP73A100;,
11071$Pentatricopeptide repeat-containing protein At4g33990;,
